homograph	wordid	sentence	start	end	orig_idx
progress	progress_nou	Recent progress in understanding the evolution of carnivorous Lentibulariaceae (Lamiales).	7	15	8738
progress	progress_nou	Progress was rapid and very encouraging with hundreds of children turning up on Saturday morning coaching clinics.	0	8	8721
progress	progress_nou	The guardian didn't need to declare for him but he could at least not impede his progress.	81	89	8697
progress	progress_nou	Plushenko made quick progress on the international scene.	21	29	8680
progress	progress_nou	Freed from interruption, Bartlow is able to make excellent progress on the script.	59	67	8733
progress	progress_nou	The engines were to be two Progress D-27 propfans rated at 14,000 ehp (10,290 kW) each, driving contra-rotating propellers.	27	35	8653
progress	progress_nou	Much progress has been made since, though there is still debate as to the details.	5	13	8731
progress	progress_nou	This is a reference to the Works Progress Administration, a New Deal program that was prominent in the 1930s.	33	41	8696
progress	progress_nou	It served as Destro's personal aircraft, used to survey the progress of his Iron Grenadiers on the battleground.	60	68	8728
progress	progress_nou	She nonetheless made progress in Asheville, and in March 1940, four years after admittance, she was released.	21	29	8660
progress	progress_nou	The building was built by the Civil Works Administration, a predecessor of the Works Progress Administration, in 1934.	85	93	8677
progress	progress_nou	Thus, progress toward one goal represents progress toward the other.	6	14	8693
progress	progress_nou	The new discovery and subsequent work led to important progress in the scientific knowledge of these special worms.	55	63	8669
progress	progress_nou	History of Seneca County, Ohio: A Narrative Account of Its Historical Progress, Its People, and Its Principal Interests.	70	78	8659
progress	progress_nou	They are currently in power and stand for stability and economic progress.	65	73	8666
progress	progress_nou	Mary visited him daily, so that it appeared a reconciliation was in progress.	68	76	8656
progress	progress_nou	In 1935, workers from the Works Progress Administration improved the park.	32	40	8663
progress	progress_nou	However, in Progress and Poverty, George did not favor the idea of nationalization.	12	20	8695
progress	progress_nou	Crude tools, green and wet timbers, and the cold winter months caused slow progress in the construction of Le Griffon.	75	83	8706
progress	progress_nou	They continually interrupted the lawyers' work with new demands, meaning that by 8 November practically no progress had been made.	107	115	8730
progress	progress_nou	There is, unfortunately, an emergency in progress.	41	49	12409
progress	progress_nou	Christy Harvey is the Director of Strategic Communications at the Center for American Progress.	86	94	8726
progress	progress_nou	The Center for American Progress (CAP) is a progressive public policy research and advocacy organization.	24	32	8676
progress	progress_nou	After the safety car, the remaining favourites that had started from the back continued to make progress.	96	104	12406
progress	progress_nou	Testing is still in progress to determine whether this treatment can be used effectively in humans.	20	28	8688
progress	progress_nou	Asides from the progress of Sipe, another diamond in the rough was Greg Pruitt.	16	24	8692
progress	progress_nou	"Urbino is a medical doctor devoted to science, modernity, and ""order and progress""."	73	81	8720
progress	progress_nou	Great Apostasy: Being an Account of the Origin, Rise and Progress of Corruption and Tryanny in the Church of Rome.	57	65	8654
progress	progress_nou	Her work on the Hartog Education Committee, which incorporated a study of educational progress in India, is a great achievement.	86	94	8691
progress	progress_nou	No progress was made on issues in question.	3	11	8679
progress	progress_nou	Western campaigns by Union forces earlier in 1862 had reaped much progress.	66	74	8699
progress	progress_nou	This new rehearsal space allowed the band to set up a mini recording studio where they could track their progress.	105	113	8741
