homograph	wordid	sentence	start	end	orig_idx
approximate	approximate_adj-nou	The exact position was not publicly disclosed, but a plaque marks the approximate location.	70	81	11545
approximate	approximate_adj-nou	In Tokyo several wigs for the protagonist were created, each with an approximate cost of $7,000.	69	80	955
approximate	approximate_adj-nou	The models are each named for their approximate wing area in square metres.	36	47	905
approximate	approximate_adj-nou	In 2006 the village had an approximate population of 270.	27	38	966
approximate	approximate_adj-nou	The school has an approximate population of over 700 students and around 90 staff.	18	29	903
approximate	approximate_adj-nou	The tiers or levels here are approximate and not specifically so designated by USSF.	29	40	924
approximate	approximate_adj-nou	Minnesota Functionals (Myz) are a group of approximate exchange-correlation energy functionals in density functional theory (DFT).	43	54	11540
approximate	approximate_adj-nou	Most commonly used ions are those with approximate mass of 69, 131, 219 and 502 atomic mass units.	39	50	963
approximate	approximate_adj-nou	The dates are approximate, indicating period of introduction.	14	25	937
approximate	approximate_adj-nou	We know nothing about him personally, other than the approximate date of his work.	53	64	956
approximate	approximate_adj-nou	Within each subsection, changes are in approximate chronological order.	39	50	11544
approximate	approximate_adj-nou	The models are each named for their approximate projected wing area in square metres or their relative size.	36	47	916
approximate	approximate_adj-nou	This formation is the approximate shape of a right triangle, with Deneb located at one of the acute angles.	22	33	914
approximate	approximate_adj-nou	NB: The dates are approximate for most of the early rulers.	18	29	978
approximate	approximate_adj-nou	The bit error ratio can be considered as an approximate estimate of the bit error probability.	44	55	932
approximate	approximate_adj-nou	As there is no publicly available imagery of the only Taepodong-2 launch, all estimates of technical parameters are approximate.	116	127	942
approximate	approximate_adj-nou	It is indicated that the approximate value of media exposure through print during the Games was equated to $22.9 million.	25	36	984
approximate	approximate_adj-nou	It is of approximate use in predicting cultivation problems and the engineering of foundations.	9	20	911
approximate	approximate_adj-nou	More probing revealed an approximate length of 37 feet (11 m), with all of the vessel preserved under the sediment.	25	36	979
approximate	approximate_adj-nou	Due to four different hip injuries, she had skated for an approximate total of 24 months in four years.	58	69	967
approximate	approximate_adj-nou	For comparison, nighttime illuminance levels are:For a table of approximate daylight intensity in the Solar System, see sunlight.	64	75	939
approximate	approximate_adj-nou	An approximate chemical formula for beeswax is C₁₅H₃₁COOC₃₀H₆₁.	3	14	980
approximate	approximate_adj-nou	Chemical plants or units in continuous operation are usually in a steady state or approximate steady state.	82	93	944
approximate	approximate_adj-nou	Titles in brackets are an approximate translation.	26	37	899
approximate	approximate_adj-nou	The curling club moved to Victoria Street, on the approximate location of today's Supreme Court of Canada building.	50	61	11539
approximate	approximate_adj-nou	Another monument had already been erected at the approximate spot where his father fell.	49	60	946
approximate	approximate_adj-nou	Therefore, actual dwell time will depend on the length of the approximate circular arc in the coupler curve.	62	73	909
approximate	approximate_adj-nou	However, there are approximate protocols for estimating the parameter using the chi-squared goodness of fit statistic.	19	30	947
approximate	approximate_adj-nou	Gearhart Hall was expanded over the approximate location of the old Commerce Building.	36	47	977
approximate	approximate_adj-nou	The same approximate meaning is used across the Finnic languages such as in Estonian leil.	9	20	974
approximate	approximate_adj-nou	Bourlamaque increased scouting activities, and learned from captured British scouts the approximate size of the British force.	88	99	906
approximate	approximate_adj-nou	The model number indicates the approximate wing area in square meters.	31	42	943
