homograph	wordid	sentence	start	end	orig_idx
decrease	decrease_nou	The population was 99 at the 2000 census and 81 at the 2010 census showing a decrease of 18.	77	85	11823
decrease	decrease_nou	Pocahontas County has seen a large decrease in the amount of farms.	35	43	3451
decrease	decrease_nou	Moreover, the water vapour continuum absorptivity, molecule for molecule, decreases with pressure decrease.	98	106	3454
decrease	decrease_nou	With the decrease in structural supports, women's roles in policing stagnated.	9	17	3436
decrease	decrease_nou	The number of foreign tourists visiting Istanbul declined to 9.2 million in 2016, a 26 percent decrease compared to 2015.	95	103	3422
decrease	decrease_nou	This decrease in the concentration of NADH would up regulate SIR2, since NADH functions as a competitive inhibitor of SIR2.	5	13	3420
decrease	decrease_nou	This hardness decrease is accompanied by the decrease in magnetic susceptibility.	45	53	3412
decrease	decrease_nou	Same-sex couples headed 25 households in 2010, a decrease from the 30 counted in 2000.	49	57	3464
decrease	decrease_nou	The extract produced a significant decrease in serum progesterone levels.	35	43	3448
decrease	decrease_nou	During fiscal year 2015, the Wolverine carried 465,627 passengers, a 0.3% decrease from FY 2014's total of 477,157 passengers.	74	82	3410
decrease	decrease_nou	Higher doses have a greater effect, but the decrease in cardiovascular disease outweighs the risk of developing diabetes.	44	52	3441
decrease	decrease_nou	The District has seen a slight decrease in the percentage of special education students it serves, yielding no savings.	31	39	3418
decrease	decrease_nou	Along with deforestation and adverse weather conditions, the decrease in milkweed contributed to an 81% decline in monarchs.	61	69	3480
decrease	decrease_nou	The origin of the threshold decrease can be understood as a consequence of charge neutrality: the Yau charge-sharing model.	28	36	3461
decrease	decrease_nou	The last toll rise led to a decrease in usage of the tunnel.	28	36	3478
decrease	decrease_nou	This is an decrease of 1.66% from the 32.45% turnout during the previous municipal election in 2005.	11	19	3458
decrease	decrease_nou	The development of norms results in a decrease in spontaneity, which is often one of the primary attractions of sects.	38	46	3423
decrease	decrease_nou	The Centers for Medicare and Medicaid Services (CMS) proposed a 2016 average baseline rate decrease of .95% in February 2015.	91	99	3424
decrease	decrease_nou	Dead volumes refer to all cavities in which air cannot be compressed during decrease of the air gap.	76	84	3399
decrease	decrease_nou	If either residue exhibits a mutation, can result in a decrease in CRAT activity.	55	63	3477
decrease	decrease_nou	The import/export balance did derive a benefit from a large decrease in imports and a more tempered decrease in exports.	100	108	3462
decrease	decrease_nou	Change in storage space2.1 The decrease in space used to serve a value, when library systems are employed.	31	39	11825
decrease	decrease_nou	The decrease in minimum flow rate by higher temperatures allows more blood to flow and dissipate heat throughout the body.	4	12	3445
decrease	decrease_nou	In 2010, Upper Dauphin Area Administration reported a decrease to $2,163,894.00 in the unreserved-undesignated fund balance.	54	62	3409
decrease	decrease_nou	This decrease in the current value of future cash flows is based on the market dictated rate of return.	5	13	3431
decrease	decrease_nou	"This was a moderate decrease from the previous episode, ""Un-American Graffiti"", which earned 2.35 million viewers."	20	28	3470
decrease	decrease_nou	Diseases, exploitation and the miserable conditions under which they lived contributed to a significant decrease in their numbers.	104	112	3460
decrease	decrease_nou	The process is induced by a decrease in oxygen partial pressure in blood.	28	36	11820
decrease	decrease_nou	Interestingly, the decrease in labor involvement of teenage children was correlated to higher rates of high school graduation.	19	27	11822
decrease	decrease_nou	How the loss of IGSF1 causes a decrease in TRH receptors is presently unknown.	31	39	3468
decrease	decrease_nou	Likewise, it is the fractional decrease in saving that results from a decrease in income.	70	78	3413
decrease	decrease_nou	Anangu allege that a decrease in the number has implications for the condition and health of the landscape.	21	29	3481
decrease	decrease_nou	The decrease was minimal compared to other townlands, due to work being available in the town.	4	12	3452
decrease	decrease_nou	This was a decrease from 72% support two years previous, and an increase from 63% in 2000.	11	19	3419
decrease	decrease_nou	Patients affected by ADT tachyphylaxis experience a noticeably sudden progressive decrease in response to SSRIs.	82	90	3484
decrease	decrease_nou	The decrease represents total change from the combined FY12 budgets for both Cabinet Departments.	4	12	3457
decrease	decrease_nou	Between the headwaters and the mouth, there is a 705-foot (215 m) decrease in elevation.	66	74	3465
decrease	decrease_vrb	The Rivulettes success caused the number of member teams to decrease.	60	68	3475
decrease	decrease_vrb	Precipitation is estimated to continue to decrease over the next 50 years.	42	50	3449
decrease	decrease_vrb	Civil conflicts can also decrease access to food.	25	33	3435
decrease	decrease_vrb	In the cases below, an increase in the hold time in the tote can decrease the average minimum cycle time.	65	73	3467
decrease	decrease_vrb	However, a person can decrease their susceptibility to TTS by improving their cardiovascular fitness overall.	22	30	3482
decrease	decrease_vrb	The barycentric orbital period will decrease from 19000 years (epoch 1950) to 9000 years (epoch 2050).	36	44	3408
decrease	decrease_vrb	However, the impedance tends to decrease during experiment and is usually below 1 MΩ while impulses are recorded.	32	40	3471
decrease	decrease_vrb	Rates of polygynous marriages decrease as education level and wealth level increase.	30	38	11818
decrease	decrease_vrb	The two other players ride a pair of stationary bicycles which decrease the treadmill's speed the faster they are pedaled.	63	71	3466
decrease	decrease_vrb	The oscillation periods broadly decrease with effective temperature, ranging from about 30 min down to about 1 minute.	32	40	3433
